Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Music Sharing,X1QQ4F_music_sharing.txt,"But yeah, this I feel like this one really kind of creates a picture.","i, this one, a picture",Neutral,0.7486
Music Sharing,X1QQ4F_music_sharing.txt,I can just close my eyes and it's kind of like I'm somewhere else in a way.,"i, my eyes, it, i, a way",Neutral,0.665
Music Sharing,X1QQ4F_music_sharing.txt,The one song “Ultimately” by Kai Dreams was one of them I added.,"the one song, kai dreams, them, i",Neutral,0.8607
Music Sharing,X1QQ4F_music_sharing.txt,And that one has a lot of lyrics about letting a person down.,"that one, a lot, lyrics, a person",Negative,0.5752
Music Sharing,X1QQ4F_music_sharing.txt,That one was definitely one I would listen to every time I kind of felt that way.,"that one, i, every time, i",Positive,0.6656
Music Sharing,X1QQ4F_music_sharing.txt,"So I think there's, yeah, an emotional connection.","i, yeah, an emotional connection",Positive,0.5164
Music Sharing,X1QQ4F_music_sharing.txt,"Like you listen to a song during a time, or that reminds you of something, and then it kind of gets latched.","you, a song, a time, that, you, something, it",Neutral,0.8183
Music Sharing,X1QQ4F_music_sharing.txt,"And then when you listen to that, you're like, “oh, shoot, yeah.","you, that, you, oh, shoot",Neutral,0.6185
Music Sharing,X1QQ4F_music_sharing.txt,I kind of feel that.”,"i, that",Neutral,0.7447
Music Sharing,0M3LDX_music_sharing.txt,It's a lot of different ways.,"it, a lot, different ways",Neutral,0.7759
Music Sharing,0M3LDX_music_sharing.txt,Some bands I've heard.,"some bands, i",Neutral,0.8128
Music Sharing,0M3LDX_music_sharing.txt,"I've heard them in comparison to, like being compared to bands that I've already been fans of, like being like, oh, this band sounds similar to this other band.","i, them, comparison, bands, i, fans, this band, this other band",Neutral,0.7507
Music Sharing,0M3LDX_music_sharing.txt,"And then I go, oh, let me check out that other band.","i, me, that other band",Neutral,0.8406
Music Sharing,0M3LDX_music_sharing.txt,"Or people I know or see online and go, wow, I really like this band.","i, i, this band",Positive,0.9762
Music Sharing,0M3LDX_music_sharing.txt,I'm trying to remember.,i,Neutral,0.7385
Music Sharing,0M3LDX_music_sharing.txt,"I think, I might have only heard like one song that was suggested to me that was from another person.","i, i, one song, that, me, that, another person",Neutral,0.8319
Music Sharing,0M3LDX_music_sharing.txt,One or two.,No clear aspect,Neutral,0.6708
Music Sharing,0M3LDX_music_sharing.txt,Probably just one.,No clear aspect,Neutral,0.7708
Music Sharing,0M3LDX_music_sharing.txt,I thought it was alright.,"i, it",Positive,0.616
Music Sharing,0M3LDX_music_sharing.txt,Like it sounded good.,it,Positive,0.9278
Music Sharing,0M3LDX_music_sharing.txt,"And like I can see how someone would be interested in that, be connected to it.","i, someone, that, it",Positive,0.504
Music Sharing,0M3LDX_music_sharing.txt,"It's, it wasn't something I was personally interested in, but I could see the appeal","it, it, something, i, i, the appeal",Neutral,0.5513
Music Sharing,0M3LDX_music_sharing.txt,"and I was like, it's kind of cool.","i, it",Positive,0.9592
Music Sharing,0M3LDX_music_sharing.txt,"Just not my vibe, I guess.",i,Negative,0.8293
Music Sharing,0M3LDX_music_sharing.txt,"My thoughts were kind of different because when I was listening to the someone else's favorite song, it was like, okay, someone likes this.","my thoughts, i, the someone else's favorite song, it, someone, this",Positive,0.6643
Music Sharing,0M3LDX_music_sharing.txt,"They put, they took the time to write it out on the survey on the list.","they, they, the time, it, the survey, the list",Neutral,0.8648
Music Sharing,0M3LDX_music_sharing.txt,"Like, it's someone's personal favorite for some reason.","it, someone's personal favorite, some reason",Neutral,0.5358
Music Sharing,0M3LDX_music_sharing.txt,"And, you know, there's like that human connection to it.","you, that, human connection, it",Neutral,0.7221
Music Sharing,0M3LDX_music_sharing.txt,I felt kind of nervous of like being judged and stuff.,"i, stuff",Negative,0.7323
Music Sharing,0M3LDX_music_sharing.txt,"This is because typically when I share my music, it's really hit or miss with my friends and just in past experiences I've had.","this, i, my music, it, my friends, past experiences, i",Neutral,0.6813
Music Sharing,0M3LDX_music_sharing.txt,"So I was slightly nervous, but I was just like, everyone's allowed to have their own opinions.","i, i, everyone, their own opinions",Neutral,0.7607
Music Sharing,0M3LDX_music_sharing.txt,I'm not in control of that.,"i, control, that",Neutral,0.5481
Music Sharing,0M3LDX_music_sharing.txt,We probably will never meet.,we,Negative,0.7879
Music Sharing,0M3LDX_music_sharing.txt,I'll never know these people.,"i, these people",Negative,0.9167
Music Sharing,0M3LDX_music_sharing.txt,It's fine if they don't like it.,"it, they, it",Neutral,0.647
Music Sharing,0M3LDX_music_sharing.txt,I'm not going to like some of their stuff,"i, some, their stuff",Negative,0.9377
Music Sharing,0M3LDX_music_sharing.txt,and that's okay.,that,Positive,0.5179
Music Sharing,0M3LDX_music_sharing.txt,We'll live.,we,Neutral,0.5994
Music Sharing,0M3LDX_music_sharing.txt,"Sometimes my friends are like, oh wow, this is really awesome.","my friends, this",Positive,0.9822
Music Sharing,0M3LDX_music_sharing.txt,And then they end up really liking that entire band or whatever.,"they, that entire band, whatever",Positive,0.6343
Music Sharing,0M3LDX_music_sharing.txt,"And then sometimes my friends are like, this is, if you like that, that's okay.","my friends, this, you, that, that",Positive,0.6034
Music Sharing,0M3LDX_music_sharing.txt,That's okay.,that,Positive,0.7336
Music Sharing,0M3LDX_music_sharing.txt,But I don't like it.,"i, it",Negative,0.8851
Music Sharing,0M3LDX_music_sharing.txt,"And I used to take that more personally when I was like 13, because everything matters when you're 13, I guess.","i, that, i, everything, you, i",Neutral,0.609
Music Sharing,0M3LDX_music_sharing.txt,"But, as time has gone on, and I've gotten more exposed to, I guess, internet, like music reviewers and whatnot, I've just sort of realized, it doesn't matter.","time, i, i, music reviewers, i, it",Neutral,0.7042
Music Sharing,0M3LDX_music_sharing.txt,It doesn't matter.,it,Neutral,0.6715
Music Sharing,0M3LDX_music_sharing.txt,No one cares.,no one,Negative,0.7322
Music Sharing,0M3LDX_music_sharing.txt,It's kind of both.,"it, kind of both",Neutral,0.7541
Music Sharing,0M3LDX_music_sharing.txt,"Yeah, I do both.","i, both",Neutral,0.7564
Music Sharing,0M3LDX_music_sharing.txt,"Sometimes I share songs if I'm like, oh, I think you would like this.","i, songs, i, i, you, this",Positive,0.6204
Music Sharing,0M3LDX_music_sharing.txt,Like it just fits the music you listen to and your vibe.,"it, the music, you, your vibe",Positive,0.7813
Music Sharing,0M3LDX_music_sharing.txt,"And sometimes, for example, my friends and I have a shared playlist.","example, my friends, i, a shared playlist",Neutral,0.6603
Music Sharing,0M3LDX_music_sharing.txt,Sometimes songs will come up or I'll be playing music for my friends in the car or something like that.,"songs, i, music, my friends, the car, something, that",Neutral,0.6525
Music Sharing,0M3LDX_music_sharing.txt,"I guess when I was younger, I was a little more scared to open up and share what I enjoyed","i, i, i, what, i",Neutral,0.5404
Music Sharing,0M3LDX_music_sharing.txt,and I guess share my interests and what I liked because I was scared I would get made fun of.,"i, my interests, what, i, i, i, fun",Neutral,0.575
Music Sharing,0M3LDX_music_sharing.txt,"And, but again, as I got older, I was like, it's fine.","i, i, it",Positive,0.7035
Music Sharing,0M3LDX_music_sharing.txt,They don't hate me for liking a certain artist or whatever.,"they, me, a certain artist, whatever",Neutral,0.5893
Music Sharing,0M3LDX_music_sharing.txt,Like we're still friends at the end of the day.,"we, friends, the end, the day",Positive,0.7218
Music Sharing,0M3LDX_music_sharing.txt,"They might make fun of me a little, but it's okay.","they, fun, me, it",Neutral,0.6086
Music Sharing,0M3LDX_music_sharing.txt,That's how friendships go.,"that, friendships",Neutral,0.6372
Music Sharing,0M3LDX_music_sharing.txt,"I guess that's, it doesn't matter.","i, that, it",Neutral,0.6683
Music Sharing,0M3LDX_music_sharing.txt,I guess that's just my big takeaway.,"i, that, just my big takeaway",Neutral,0.6981
Music Sharing,0M3LDX_music_sharing.txt,"Just like, it's not that deep.",it,Neutral,0.6918
Music Sharing,0M3LDX_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,0M3LDX_music_sharing.txt,"I don’t know if that's like a nihilistic way to look at it, but I don't know, it doesn't matter too much at the end of the day.","i, that, a nihilistic way, it, i, it, the end, the day",Neutral,0.5409
Music Sharing,0M3LDX_music_sharing.txt,The world's not going to end.,the world,Negative,0.5705
Music Sharing,0M3LDX_music_sharing.txt,"music, I can just like listen to it on the bus.","i, it, the bus",Positive,0.7991
Music Sharing,0M3LDX_music_sharing.txt,I can listen to it while doing homework.,"i, it, homework",Positive,0.808
Music Sharing,0M3LDX_music_sharing.txt,"I can, I don't know, just it's always there,","i, i, it",Neutral,0.5985
Music Sharing,0M3LDX_music_sharing.txt,It's not too much of a time commitment.,"it, a time commitment",Neutral,0.7057
Music Sharing,0M3LDX_music_sharing.txt,"And, just I consume so much of it that it's easy to feel like sharing it with my friends and be like, oh, this, I thought of you when I heard the song or I think you would like this because it seems similar to things you like just generally.","i, it, it, it, my friends, i, you, i, the song, i, you, this, it, things, you",Positive,0.7522
Music Sharing,0M3LDX_music_sharing.txt,"Or just straight up, I really like this song.","i, this song",Positive,0.9783
Music Sharing,0M3LDX_music_sharing.txt,And I wanted to share it with you.,"i, it, you",Positive,0.5239
Music Sharing,0M3LDX_music_sharing.txt,"So yeah, that's why music is like the main thing.","that, music, the main thing",Positive,0.6167
Music Sharing,0M3LDX_music_sharing.txt,"And also it's just so, it contains so many emotions and like it can very easily, in my opinion, convey like a certain state of mind.","it, it, so many emotions, it, my opinion, a certain state, mind",Positive,0.5144
Music Sharing,0M3LDX_music_sharing.txt,Just in the moment or like a certain emotion.,"the moment, a certain emotion",Neutral,0.8428
Music Sharing,0M3LDX_music_sharing.txt,"I definitely have a couple of songs where I, like with my friends, I'm just like, hey, if I post this on Instagram, can you send me an “are you okay” text?","i, a couple, songs, i, my friends, i, i, this, instagram, you, me, you, okay” text",Neutral,0.8032
Music Sharing,0M3LDX_music_sharing.txt,"But yeah, sometimes it's to convey a state of mind.","it, a state, mind",Neutral,0.812
Music Sharing,0M3LDX_music_sharing.txt,"Other times it's just to be like, I am just genuinely enjoying this song right now.","it, i, this song",Positive,0.9656
Music Sharing,0M3LDX_music_sharing.txt,"Yeah, I'm always worried about like if I share music, like am I trying to send like a subconscious message?","i, i, music, i, a subconscious message",Neutral,0.5344
Music Sharing,0M3LDX_music_sharing.txt,"Like for example, with my partner, if I send him a sad song or a song about breakups, I have to be like, does he know I'm not trying to break up with him?","example, my partner, i, him, a sad song, a song, breakups, i, he, i, him",Neutral,0.5181
Music Sharing,0M3LDX_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,0M3LDX_music_sharing.txt,"I know, I could also just be overthinking though.","i, i",Negative,0.5582
Music Sharing,0M3LDX_music_sharing.txt,"For certain songs, it's like, it feels like it was written for me.","certain songs, it, it, it, me",Neutral,0.6268
Music Sharing,0M3LDX_music_sharing.txt,Like I've had the exact experiences or emotional experiences or like interactions or whatever that the song is describing.,"i, the exact experiences, emotional experiences, interactions, whatever, the song",Neutral,0.8548
Music Sharing,0M3LDX_music_sharing.txt,So that is the big thing.,"that, the big thing",Neutral,0.5426
Music Sharing,0M3LDX_music_sharing.txt,"Just like, do I feel like directly called out by this song?","i, this song",Negative,0.5691
Music Sharing,MH2DWX_music_sharing.txt,"Song suggestions, if like there's music playing",song suggestions,Neutral,0.711
Music Sharing,MH2DWX_music_sharing.txt,"and I like suggest something, car rides, road trips.","i, something, car rides, road trips",Positive,0.7056
Music Sharing,MH2DWX_music_sharing.txt,"I don't usually send suggestions or give suggestions, but I don't know, anytime there's like, it's usually road trip where like we all put music on it or I'm like driving someone somewhere, I'll have my music on.","i, suggestions, suggestions, i, it, road trip, we, all, music, it, i, someone, i, my music",Neutral,0.7924
